Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Mangalore City South -203,WINNY PINTO,Karnataka Rashtra Samithi,101,5,106,0.07
Mangalore City South -203,SUPREETH KUMAR POOJARY,Janahitha Paksha,176,4,180,0.11
Mangalore City South -203,K.S.PAI,Independent,135,0,135,0.08
Mangalore City South -203,NOTA,None of the Above,1190,13,1203,0.74
Manvi -55,A Bhagavantaray,Bharatiya Janata Party,58802,401,59203,37.53
Manvi -55,Mudakappa Nayak,Bahujan Samaj Party,681,5,686,0.43
Manvi -55,Raja Venkatappa Nayak,Janata Dal  (Secular),25832,158,25990,16.48
Manvi -55,Raja Shamsunder Nayak,Aam Aadmi Party,2920,12,2932,1.86
Manvi -55,G Hampayya Nayak,Indian National Congress,66508,414,66922,42.43
Manvi -55,Basavaprabhu,Karnataka Rashtra Samithi,737,5,742,0.47
Manvi -55,NOTA,None of the Above,1245,10,1255,0.8
Maski -59,PRATAPGOUDA PATIL,Bharatiya Janata Party,66063,450,66513,44.11
Maski -59,BASAN GOUDA TURVIHAL,Indian National Congress,79189,377,79566,52.76
Maski -59,RAGHAVENDRA NAYAK BALGANUR,Janata Dal  (Secular),1901,5,1906,1.26
Maski -59,GANGAMMA ANKUSHADODDI,Karnataka Rashtra Samithi,312,1,313,0.21
Maski -59,ISHAPPAGOUDA PATIL,Independent,266,2,268,0.18
Maski -59,SOMANAGOUDA,Independent,207,0,207,0.14
Maski -59,E.H. NAYAK,Independent,729,1,730,0.48
Maski -59,NOTA,None of the Above,1290,5,1295,0.86
Mayakonda -108,ANANDAPPA. H.,Janata Dal  (Secular),12857,58,12915,7.98
Mayakonda -108,PROF. DHARMA NAIK. S.,Aam Aadmi Party,512,0,512,0.32
Mayakonda -108,K. S. BASAVANTHAPPA,Indian National Congress,70346,570,70916,43.83
Mayakonda -108,M. BASAVARAJA NAIK,Bharatiya Janata Party,34248,382,34630,21.4
Mayakonda -108,AJJAPPA. N,Republican Party of India (Athawale),445,0,445,0.28
Mayakonda -108,CHETHAN KUMAR NAIK.  K.,Uttama Prajaakeeya Party,1226,9,1235,0.76
Mayakonda -108,SHANTHA BAI,Kalyana Rajya Pragathi Paksha,223,0,223,0.14
Mayakonda -108,SOMASHEKHARA. B. ADVOCATE,Karnataka Rashtra Samithi,210,0,210,0.13
Mayakonda -108,A. K. Ganesh,Independent,609,1,610,0.38
Mayakonda -108,B.M. PUSHPA VAGEESHASWAMY,Independent,37431,183,37614,23.25
Mayakonda -108,MANJU MADIGA,Independent,192,2,194,0.12
Mayakonda -108,LOKESHA. P. D.,Independent,586,0,586,0.36
Mayakonda -108,P. R. Srinivas,Independent,438,0,438,0.27
Mayakonda -108,SAVITHA BAI MALLESHANAIK,Independent,532,12,544,0.34
Mayakonda -108,NOTA,None of the Above,704,14,718,0.44
Melukote -188,ASHOKA,Aam Aadmi Party,808,1,809,0.44
Melukote -188,DR.INDRESH N.S.,Bharatiya Janata Party,6378,92,6470,3.52
Melukote -188,C. S. PUTTARAJU,Janata Dal  (Secular),79424,865,80289,43.66
Melukote -188,YOGANANDAGOWDA,Bahujan Samaj Party,1153,4,1157,0.63
Melukote -188,DHARSHAN PUTTANNAIAH,Sarvodaya Karnataka Paksha,90387,764,91151,49.57
Melukote -188,MAHENDRA KUMAR K.R.,Karnataka Rashtra Samithi,1372,7,1379,0.75
Melukote -188,AARYA LOKESH,Uttama Prajaakeeya Party,564,2,566,0.31
Melukote -188,KRISHNA.E.N.,Independent,669,0,669,0.36
Melukote -188,CHIKKAIAH,Independent,298,0,298,0.16
Melukote -188,H.NARAYANA,Independent,402,0,402,0.22
Melukote -188,RAVI KUMARA,Independent,213,0,213,0.12
Melukote -188,NOTA,None of the Above,475,5,480,0.26
Molakalmuru -97,N.Y.GOPALAKRISHNA,Indian National Congress,108769,690,109459,53.81
Molakalmuru -97,S.THIPPESWAMY,Bharatiya Janata Party,86673,637,87310,42.92
Molakalmuru -97,M.O.MANJUNATHA SWAMY NAYAKA,Bahujan Samaj Party,898,1,899,0.44
Molakalmuru -97,VEERABHADRAPPA,Janata Dal  (Secular),1588,6,1594,0.78
Molakalmuru -97,S.T.HAREESH NAYAKA,Aam Aadmi Party,240,3,243,0.12
Molakalmuru -97,MALLIKARJUNA.T,Karnataka Rashtra Samithi,267,1,268,0.13
Molakalmuru -97,O.GOVINDA,Independent,610,0,610,0.3
Molakalmuru -97,N.MALLAIAH SWAMY,Independent,549,0,549,0.27
Molakalmuru -97,T.SHASHIKUMAR,Independent,329,0,329,0.16
Molakalmuru -97,K.P.HARISH KUMAR,Independent,580,3,583,0.29
Molakalmuru -97,NOTA,None of the Above,1550,11,1561,0.77
Moodabidri -201,DR.AMARASHREE AMARNATH SHETTY,Janata Dal  (Secular),1505,28,1533,0.97
Moodabidri -201,UMANATHA KOTIAN,Bharatiya Janata Party,85858,1067,86925,54.77
Moodabidri -201,MITHUN M RAI,Indian National Congress,63575,882,64457,40.61
Moodabidri -201,VIJAYNATH VITTAL SHETTY,Aam Aadmi Party,626,11,637,0.4
Moodabidri -201,ALPHONSE  FRANKO,Social Democratic Party Of India,3606,11,3617,2.28
Moodabidri -201,DAYANANDA,Karnataka Rashtra Samithi,159,1,160,0.1
Moodabidri -201,ISHWARA S. MOODUSHEDDE,Independent,232,4,236,0.15
Moodabidri -201,DURGA PRASAD,Independent,315,4,319,0.2
Moodabidri -201,NOTA,None of the Above,831,6,837,0.53
Muddebihal -26,APPAJI. ALIYAS. CHANNABASAVARAJ. S/O SHANKARAO. NADAGOUDA.,Indian National Congress,78598,885,79483,51.27
Muddebihal -26,A. S. PATIL (NADAHALLI),Bharatiya Janata Party,70754,1092,71846,46.35
Muddebihal -26,K. B. DODAMANI VAKEELARU,Bahujan Samaj Party,723,2,725,0.47
Muddebihal -26,BASAVARAJ BHIMANNA BHAJENTRI,Janata Dal  (Secular),525,8,533,0.34
Muddebihal -26,MAHBOOB. SHABBIRAHMED HADALAGERI.,Aam Aadmi Party,230,1,231,0.15
Muddebihal -26,JAKEER HUSEN. USMANSAB LAHORI,Bharatiya Praja Aikyata Party,146,1,147,0.09
Muddebihal -26,DEEPA MAHANTAPPA MANUR,Karnataka Rashtra Samithi,233,1,234,0.15
Muddebihal -26,RAMANAGOUDA S BALAWAD,Rashtriya Jansambhavna Party,588,0,588,0.38
Muddebihal -26,NOTA,None of the Above,1231,3,1234,0.8
Mudhol -19,GANESH PARASHURAM PAWAR,Aam Aadmi Party,613,2,615,0.39
Mudhol -19,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,59401,562,59963,37.77
Mudhol -19,DHARMRAJ VITTAL DODAMANI,Janata Dal  (Secular),678,0,678,0.43
Mudhol -19,TIMMAPUR. RAMAPPA. BALAPPA.,Indian National Congress,76817,481,77298,48.69
Mudhol -19,MADEV. GURAPPA. METHRI,Republican Party of India (A),761,0,761,0.48
Mudhol -19,MUTTAPPA. SIDARAM. MARANUR,Karnataka Rashtra Samithi,361,0,361,0.23
Mudhol -19,SAGAR RODDAPPANAVAR.,Karnataka Jantha Paksha,283,1,284,0.18
Mudhol -19,BANDIWADDAR SATISH CHINNAPPA.,Independent,17804,98,17902,11.28
Mudhol -19,NOTA,None of the Above,899,6,905,0.57
Mudigere -124,M.P.KUMARASWAMY,Janata Dal  (Secular),25863,175,26038,19.46
Mudigere -124,DEEPAK DODDAIAH,Bharatiya Janata Party,49865,256,50121,37.46
Mudigere -124,NAYANA MOTAMMA,Indian National Congress,50562,281,50843,38
Mudigere -124,PRABHU.C,Aam Aadmi Party,584,1,585,0.44
Mudigere -124,LOKAVALLI RAMESH,Bahujan Samaj Party,919,14,933,0.7
Mudigere -124,ANGADI CHANDRU,Social Democratic Party Of India,502,1,503,0.38
Mudigere -124,RAMESH KELAGUR,Communist Party of India,2781,4,2785,2.08
Mudigere -124,CHETHAN PRASAD L,Independent,369,0,369,0.28
Mudigere -124,RUDRESH KAHALE,Independent,467,1,468,0.35
Mudigere -124,NOTA,None of the Above,1160,6,1166,0.87
Mulbagal -145,V.ADINARAYANA,Indian National Congress,67472,514,67986,38.52
Mulbagal -145,SAMRUDDHI  V. MANJUNATH,Janata Dal  (Secular),93375,879,94254,53.4
Mulbagal -145,DR SANGASANDRA VIJAYAKUMAR,Aam Aadmi Party,2761,1,2762,1.56
Mulbagal -145,K.SUNDER RAJ [SHEEGEHALLI SUNDER],Bharatiya Janata Party,9036,127,9163,5.19
Mulbagal -145,K.R.S (PARTY) SAFARI ANAND,Karnataka Rashtra Samithi,210,1,211,0.12
Mulbagal -145,MILITARY  MURTHY K.V,Sarvajanika Adarsha Sena,121,0,121,0.07
Mulbagal -145,DR G.M.GOVINDAPPA,Independent,242,10,252,0.14
Mulbagal -145,M.KOTHUR R GOVINDU,Independent,75,0,75,0.04
Mulbagal -145,K.NAGARAJA,Independent,98,3,101,0.06
Mulbagal -145,G.C.RAMAPPA,Independent,75,0,75,0.04
Mulbagal -145,VENKATESHAPPA (LAWYER),Independent,167,0,167,0.09
Mulbagal -145,R.SRIDHAR,Independent,412,0,412,0.23
Mulbagal -145,NOTA,None of the Above,918,4,922,0.52
Nagamangala -191,N. CHALUVARAYASWAMY,Indian National Congress,89801,833,90634,47.17
Nagamangala -191,K.H.MAHADEVA,Bahujan Samaj Party,575,11,586,0.3
Nagamangala -191,YOGESH.B,Aam Aadmi Party,850,1,851,0.44
Nagamangala -191,SUDHA SHIVARAMEGOWDA,Bharatiya Janata Party,7683,86,7769,4.04
Nagamangala -191,SURESHGOWDAA,Janata Dal  (Secular),85688,532,86220,44.87
Nagamangala -191,YOGANANDA MURTHY,Indian Movement Party,280,0,280,0.15
Nagamangala -191,G.M. RAMESH,Karnataka Rashtra Samithi,190,1,191,0.1
Nagamangala -191,ARAVIND SREENIVAS PRAJAKEEYA,Uttama Prajaakeeya Party,653,1,654,0.34
Nagamangala -191,ANIKETHAN GOWDA,Independent,134,2,136,0.07
Nagamangala -191,N.S.ASHOKA,Independent,480,2,482,0.25
Nagamangala -191,PRAKASH.M.L,Independent,264,0,264,0.14
Nagamangala -191,B.M. MALLIKARJUN (FIGHTER RAVI),Independent,3275,18,3293,1.71
Nagamangala -191,YOGESH,Independent,92,1,93,0.05
Nagamangala -191,T.SURESH,Independent,109,7,116,0.06
Nagamangala -191,NOTA,None of the Above,574,3,577,0.3
Nagthan -31,KALLAPPA  TORAVI,Bahujan Samaj Party,946,8,954,0.53
Nagthan -31,GURU  MUNNU CHAVAN,Aam Aadmi Party,2970,4,2974,1.65
Nagthan -31,DEVANAND  FULASING CHAVAN,Janata Dal  (Secular),33815,299,34114,18.9
Nagthan -31,KATAKADHOND VITTHAL DONDIBA,Indian National Congress,78231,759,78990,43.75
Nagthan -31,SANJEEV MALASIDDAPPA AIHOLE,Bharatiya Janata Party,47693,482,48175,26.68
Nagthan -31,KATAKADHOND KAVITA V. D.,Rani Chennamma Party,526,1,527,0.29
Nagthan -31,KULAPPA BHIMU CHAVAN,Nationalist Congress Party,358,2,360,0.2
Nagthan -31,BHARATI KALEBHAG,Sarvajanika Adarsha Sena,260,1,261,0.14
Nagthan -31,VIKRAM  WAGHAMARE (JIGAJEVANI),Karnataka Rashtra Samithi,285,2,287,0.16
Nagthan -31,V. D. KATAKADHOND,Hindustan Janta Party,300,4,304,0.17
Nagthan -31,BANDI SHRIKANT HANAMANTAPPA,Kalyana Rajya Pragathi Paksha,10724,46,10770,5.97
Nagthan -31,ARUNA. G. KATAKADHOND,Independent,363,3,366,0.2
Nagthan -31,SHANKAR  CHAVAN,Independent,613,4,617,0.34
Nagthan -31,SUNIL  CHAVAN,Independent,486,1,487,0.27
Nagthan -31,SANJEEV PUNDALIK MANE,Independent,337,1,338,0.19
Nagthan -31,NOTA,None of the Above,1008,8,1016,0.56
Nanjangud -214,DARSHAN DHRUVANARAYANA,Indian National Congress,108582,543,109125,62.05
Nanjangud -214,SRIKANTA,Bahujan Samaj Party,899,3,902,0.51
Nanjangud -214,H.HANUMAIAH,Aam Aadmi Party,482,1,483,0.27
Nanjangud -214,B. HARSHAVARDHAN,Bharatiya Janata Party,61114,404,61518,34.98
Nanjangud -214,MADESHAN. R,Kalyana Rajya Pragathi Paksha,453,0,453,0.26
Nanjangud -214,M.P.VIJAY KUMAR,Karnataka Rashtra Samithi,164,0,164,0.09
Nanjangud -214,ANANDA JEEVAN RAM,Independent,126,0,126,0.07
Nanjangud -214,GOVINDARAJU. V,Independent,141,9,150,0.09
Nanjangud -214,G.D. RAJAGOPALA,Independent,159,0,159,0.09
Nanjangud -214,VIDYASAGAR. B,Independent,267,2,269,0.15
Nanjangud -214,H. K.SWAMY HARADANAHALLI,Independent,742,4,746,0.42
Nanjangud -214,SUBBAIAH,Independent,317,0,317,0.18
Nanjangud -214,NOTA,None of the Above,1450,2,1452,0.83
Narasimharaja -218,ABDUL KHADER (SHAHID),Janata Dal  (Secular),3511,37,3548,1.92
Narasimharaja -218,TANVEER SAIT,Indian National Congress,82893,587,83480,45.14
Narasimharaja -218,DHARMASHREE,Aam Aadmi Party,689,7,696,0.38
Narasimharaja -218,S. SATHEESH SANDESH SWAMY,Bharatiya Janata Party,51802,558,52360,28.31
Narasimharaja -218,ABDUL MAJEED,Social Democratic Party Of India,40971,66,41037,22.19
Narasimharaja -218,KHALEEL UR RAHMAN SHARIFF,All India Mahila Empowerment Party,126,0,126,0.07
Narasimharaja -218,REHANA BANU,Nationalist Congress Party,132,2,134,0.07
Narasimharaja -218,LEELASHIVAKUMAR,Uttama Prajaakeeya Party,781,5,786,0.43
Narasimharaja -218,VINOD CHACKO,Republican Party of India,119,1,120,0.06
Narasimharaja -218,SUNDAR PREM KUMAR,Karnataka Rashtra Samithi,196,0,196,0.11
Narasimharaja -218,NEELAKANTA M N,Independent,79,1,80,0.04
Narasimharaja -218,R.C. RAJ. (VASANTHAKUMAR),Independent,150,0,150,0.08
Narasimharaja -218,ROBERT E. KAVANRAG,Independent,231,4,235,0.13
Narasimharaja -218,LINGARAJ. M,Independent,91,0,91,0.05
Narasimharaja -218,G. LOKESH KUMAR,Independent,207,2,209,0.11
Narasimharaja -218,SHIVANNA GB,Independent,346,0,346,0.19
Narasimharaja -218,ALI SHAN. S,Independent,138,0,138,0.07
Narasimharaja -218,NOTA,None of the Above,1197,12,1209,0.65
Nargund -68,C. C. PATIl,Bharatiya Janata Party,72154,681,72835,48.48
Nargund -68,B. R. YAVAGAL,Indian National Congress,70520,524,71044,47.29
Nargund -68,RAMAPPA DYAMAPPA HUVANNAVAR,Aam Aadmi Party,604,2,606,0.4
Nargund -68,R. N. PATIL,Janata Dal  (Secular),649,4,653,0.43
Nargund -68,HANAMANT YALLAPPA MADAR,Bahujan Samaj Party,101,0,101,0.07
Nargund -68,RUDRAYYA. GADIGEYYA. SUREBAN.,Indian Movement Party,39,0,39,0.03
Nargund -68,VEERANAGOUDA. SHIVANAGOUDA. MUGANUR,Karnataka Rashtra Samithi,142,0,142,0.09
Nargund -68,UMESH FAKEERAPPA TALAWAR,Independent,41,0,41,0.03
Nargund -68,M. Y. NAYAK,Independent,51,0,51,0.03
Nargund -68,DR|| MUTTU SURAKOD (MADAR),Independent,80,1,81,0.05
Nargund -68,RAMAPPA. HUJARATTI,Independent,102,2,104,0.07
Nargund -68,VASANAGOUDA. NINGANAGOUDA. BHANDI.,Independent,102,0,102,0.07
Nargund -68,VEERESH SOBARADAMATH,Independent,1658,5,1663,1.11
Nargund -68,SHIVANAND. SHIDDAPPA. MAYANNAVAR.,Independent,1004,1,1005,0.67
Nargund -68,NOTA,None of the Above,1761,8,1769,1.18
Navalgund -69,KALLAPPA NAGAPPA GADDI,Janata Dal  (Secular),6866,48,6914,4.27
Navalgund -69,NINGARADDI HANAMARADDI KONARADDI,Indian National Congress,85534,547,86081,53.16
Navalgund -69,VIJAYKUMAR SANGAPPA,Aam Aadmi Party,735,4,739,0.46
Navalgund -69,SHANKAR BASANAGOUDA PATIL MUNENAKOPPA,Bharatiya Janata Party,63368,514,63882,39.45
Navalgund -69,HANUMANTAPPA YALLAPPA MEGALAMANI,Bahujan Samaj Party,352,1,353,0.22
Navalgund -69,AJAY MALLIKARJUN HUGAR,Kalyana Rajya Pragathi Paksha,151,1,152,0.09
Navalgund -69,MAILARAPPA BHARAMAPPA CHAVADI,Karnataka Rashtra Samithi,107,0,107,0.07
Navalgund -69,MOHAN DEVARADDI MASTI,Uttama Prajaakeeya Party,397,4,401,0.25
Navalgund -69,MALLAPPA KRISHNAPPA HEBASUR,Independent,131,0,131,0.08
Navalgund -69,MALLIKARJUNGOUDA GIRIYAPPAGOUDA BALANGOUDRA,Independent,160,1,161,0.1
Navalgund -69,MABUSAB MAKTUMSAB YARAGUPPI,Independent,450,4,454,0.28
